Camarosa	Hawaii-4	Arabidopsis
maker-Fvb5-2-snap-gene-33.67-mRNA-1	FvH4_4g34240	AT1G60440
maker-Fvb5-2-snap-gene-33.67-mRNA-1	FvH4_5g05350	AT1G60440
snap_masked-Fvb5-4-processed-gene-31.26-mRNA-1	FvH4_4g34240	AT1G60440
snap_masked-Fvb5-4-processed-gene-31.26-mRNA-1	FvH4_5g05350	AT1G60440
maker-Fvb4-1-snap-gene-189.74-mRNA-1	FvH4_4g34230	AT1G60460
maker-Fvb4-2-snap-gene-15.59-mRNA-1	FvH4_4g34230	AT1G60460
maker-Fvb4-3-snap-gene-15.71-mRNA-1	FvH4_4g34230	AT1G60460
maker-Fvb4-4-augustus-gene-17.35-mRNA-1	FvH4_4g34230	AT1G60460
maker-Fvb4-1-augustus-gene-189.50-mRNA-1	FvH4_4g34160	AT1G60470
maker-Fvb4-2-augustus-gene-15.47-mRNA-1	FvH4_4g34160	AT1G60470
maker-Fvb4-3-augustus-gene-15.57-mRNA-1	FvH4_4g34160	AT1G60470
maker-Fvb4-4-augustus-gene-17.40-mRNA-1	FvH4_4g34160	AT1G60470
augustus_masked-Fvb4-1-processed-gene-189.0-mRNA-1	FvH4_4g34140	AT1G60490
maker-Fvb4-2-augustus-gene-15.49-mRNA-1	FvH4_4g34140	AT1G60490
maker-Fvb4-3-snap-gene-15.79-mRNA-1	FvH4_4g34140	AT1G60490
augustus_masked-Fvb4-3-processed-gene-19.16-mRNA-1	FvH4_4g34670	AT1G60500
augustus_masked-Fvb7-1-processed-gene-30.4-mRNA-1	FvH4_7g03440	AT1G60500
augustus_masked-Fvb7-1-processed-gene-34.6-mRNA-1	FvH4_7g03440	AT1G60500
augustus_masked-Fvb7-2-processed-gene-31.4-mRNA-1	FvH4_7g03440	AT1G60500
maker-Fvb4-1-augustus-gene-190.56-mRNA-1	FvH4_4g34670	AT1G60500
maker-Fvb4-3-augustus-gene-15.55-mRNA-1	FvH4_4g34670	AT1G60500
maker-Fvb7-3-snap-gene-211.25-mRNA-1	FvH4_7g03440	AT1G60500
snap_masked-Fvb4-2-processed-gene-13.42-mRNA-1	FvH4_4g34670	AT1G60500
snap_masked-Fvb4-4-processed-gene-15.44-mRNA-1	FvH4_4g34670	AT1G60500
maker-Fvb7-1-augustus-gene-55.23-mRNA-1	FvH4_7g05720	AT1G60640
maker-Fvb7-3-augustus-gene-187.23-mRNA-1	FvH4_7g05720	AT1G60640
maker-Fvb7-4-augustus-gene-177.34-mRNA-1	FvH4_7g05720	AT1G60640
maker-Fvb1-1-augustus-gene-247.50-mRNA-1	FvH4_1g06100	AT1G60660
maker-Fvb1-2-snap-gene-14.56-mRNA-1	FvH4_1g06100	AT1G60660
maker-Fvb1-2-snap-gene-27.66-mRNA-1	FvH4_1g06100	AT1G60660
maker-Fvb1-3-snap-gene-29.48-mRNA-1	FvH4_1g06100	AT1G60660
maker-Fvb1-4-augustus-gene-25.45-mRNA-1	FvH4_1g06100	AT1G60660
augustus_masked-Fvb4-4-processed-gene-152.13-mRNA-1	FvH4_4g12490	AT1G60690
maker-Fvb4-3-augustus-gene-146.34-mRNA-1	FvH4_4g12490	AT1G60690
snap_masked-Fvb4-2-processed-gene-141.17-mRNA-1	FvH4_4g12490	AT1G60690
maker-Fvb1-1-augustus-gene-250.52-mRNA-1	FvH4_1g05480	AT1G60740
maker-Fvb1-2-augustus-gene-18.50-mRNA-1	FvH4_1g05480	AT1G60740
maker-Fvb1-2-augustus-gene-29.49-mRNA-1	FvH4_1g05480	AT1G60740
maker-Fvb1-3-augustus-gene-0.52-mRNA-1	FvH4_1g05480	AT1G60740
maker-Fvb1-4-augustus-gene-2.52-mRNA-1	FvH4_1g05480	AT1G60740
maker-Fvb4-1-augustus-gene-93.40-mRNA-1	FvH4_4g12450	AT1G60770
maker-Fvb4-2-augustus-gene-141.27-mRNA-1	FvH4_4g12450	AT1G60770
maker-Fvb4-3-augustus-gene-68.35-mRNA-1	FvH4_4g12450	AT1G60770
maker-Fvb4-4-snap-gene-153.32-mRNA-1	FvH4_4g12450	AT1G60770
maker-Fvb4-1-augustus-gene-182.42-mRNA-1	FvH4_4g33000	AT1G60790
maker-Fvb4-2-augustus-gene-21.59-mRNA-1	FvH4_4g33000	AT1G60790
maker-Fvb4-3-augustus-gene-23.50-mRNA-1	FvH4_4g33000	AT1G60790
maker-Fvb4-4-augustus-gene-23.54-mRNA-1	FvH4_4g33000	AT1G60790
maker-Fvb4-1-augustus-gene-182.40-mRNA-1	FvH4_4g32950	AT1G60810
maker-Fvb4-2-augustus-gene-21.61-mRNA-1	FvH4_4g32950	AT1G60810
maker-Fvb4-3-augustus-gene-23.53-mRNA-1	FvH4_4g32950	AT1G60810
maker-Fvb4-4-snap-gene-23.70-mRNA-1	FvH4_4g32950	AT1G60810
augustus_masked-Fvb5-2-processed-gene-187.7-mRNA-1	FvH4_5g29530	AT1G60870
maker-Fvb5-1-augustus-gene-220.43-mRNA-1	FvH4_5g29530	AT1G60870
maker-Fvb5-4-snap-gene-177.45-mRNA-1	FvH4_5g29530	AT1G60870
maker-Fvb3-1-augustus-gene-293.45-mRNA-1	FvH4_3g04890	AT1G60900
maker-Fvb3-2-augustus-gene-10.38-mRNA-1	FvH4_3g04890	AT1G60900
maker-Fvb3-3-snap-gene-8.65-mRNA-1	FvH4_3g04890	AT1G60900
maker-Fvb3-4-augustus-gene-268.42-mRNA-1	FvH4_3g04890	AT1G60900
augustus_masked-Fvb6-1-processed-gene-124.0-mRNA-1	FvH4_6g33990	AT1G60970
maker-Fvb1-1-augustus-gene-240.65-mRNA-1	FvH4_6g33990	AT1G60970
maker-Fvb1-2-augustus-gene-56.45-mRNA-1	FvH4_6g33990	AT1G60970
maker-Fvb1-2-augustus-gene-9.57-mRNA-1	FvH4_6g33990	AT1G60970
maker-Fvb1-3-augustus-gene-37.53-mRNA-1	FvH4_6g33990	AT1G60970
maker-Fvb1-4-augustus-gene-34.43-mRNA-1	FvH4_6g33990	AT1G60970
maker-Fvb6-2-snap-gene-29.73-mRNA-1	FvH4_6g33990	AT1G60970
maker-Fvb6-3-snap-gene-118.72-mRNA-1	FvH4_6g33990	AT1G60970
snap_masked-Fvb6-4-processed-gene-254.18-mRNA-1	FvH4_6g33990	AT1G60970
maker-Fvb5-1-augustus-gene-217.44-mRNA-1	FvH4_5g29120	AT1G60990
maker-Fvb5-2-augustus-gene-185.32-mRNA-1	FvH4_5g29120	AT1G60990
maker-Fvb5-3-snap-gene-88.49-mRNA-1	FvH4_5g29120	AT1G60990
maker-Fvb5-4-augustus-gene-175.42-mRNA-1	FvH4_5g29120	AT1G60990
maker-Fvb6-1-augustus-gene-183.32-mRNA-1	FvH4_6g25020	AT1G61000
maker-Fvb6-3-augustus-gene-193.47-mRNA-1	FvH4_6g25020	AT1G61000
maker-Fvb6-4-snap-gene-183.34-mRNA-1	FvH4_6g25020	AT1G61000
maker-Fvb4-1-augustus-gene-47.13-mRNA-1	FvH4_4g07000	AT1G61010
maker-Fvb4-2-augustus-gene-201.25-mRNA-1	FvH4_4g07000	AT1G61010
maker-Fvb4-3-augustus-gene-269.16-mRNA-1	FvH4_4g07000	AT1G61010
maker-Fvb4-4-augustus-gene-238.15-mRNA-1	FvH4_4g07000	AT1G61010
augustus_masked-Fvb6-2-processed-gene-230.20-mRNA-1	FvH4_6g07870	AT1G61040
augustus_masked-Fvb6-3-processed-gene-372.8-mRNA-1	FvH4_6g07870	AT1G61040
maker-Fvb6-4-augustus-gene-57.34-mRNA-1	FvH4_6g07870	AT1G61040
snap_masked-Fvb6-1-processed-gene-316.41-mRNA-1	FvH4_6g07870	AT1G61040
maker-Fvb3-1-augustus-gene-198.21-mRNA-1	FvH4_3g04720	AT1G61065
maker-Fvb3-1-augustus-gene-294.55-mRNA-1	FvH4_3g04720	AT1G61065
maker-Fvb3-2-augustus-gene-101.49-mRNA-1	FvH4_3g04720	AT1G61065
maker-Fvb3-2-augustus-gene-12.46-mRNA-1	FvH4_3g04720	AT1G61065
maker-Fvb3-3-augustus-gene-105.34-mRNA-1	FvH4_3g04720	AT1G61065
maker-Fvb3-3-augustus-gene-7.38-mRNA-1	FvH4_3g04720	AT1G61065
maker-Fvb3-4-augustus-gene-183.22-mRNA-1	FvH4_3g04720	AT1G61065
maker-Fvb3-4-augustus-gene-269.33-mRNA-1	FvH4_3g04720	AT1G61065
augustus_masked-Fvb3-3-processed-gene-105.11-mRNA-1	FvH4_3g04650	AT1G61100
maker-Fvb3-1-augustus-gene-198.20-mRNA-1	FvH4_3g04650	AT1G61100
maker-Fvb3-1-augustus-gene-296.44-mRNA-1	FvH4_3g04650	AT1G61100
maker-Fvb3-2-augustus-gene-101.47-mRNA-1	FvH4_3g04650	AT1G61100
maker-Fvb3-2-augustus-gene-12.48-mRNA-1	FvH4_3g04650	AT1G61100
maker-Fvb3-3-augustus-gene-7.37-mRNA-1	FvH4_3g04650	AT1G61100
maker-Fvb3-4-augustus-gene-183.21-mRNA-1	FvH4_3g04650	AT1G61100
maker-Fvb3-4-augustus-gene-270.47-mRNA-1	FvH4_3g04650	AT1G61100
maker-Fvb3-1-augustus-gene-198.25-mRNA-1	FvH4_3g04640	AT1G61105
maker-Fvb3-1-augustus-gene-297.39-mRNA-1	FvH4_3g04640	AT1G61105
maker-Fvb3-2-augustus-gene-101.57-mRNA-1	FvH4_3g04640	AT1G61105
maker-Fvb3-2-augustus-gene-12.41-mRNA-1	FvH4_3g04640	AT1G61105
maker-Fvb3-3-augustus-gene-105.29-mRNA-1	FvH4_3g04640	AT1G61105
maker-Fvb3-3-augustus-gene-7.41-mRNA-1	FvH4_3g04640	AT1G61105
maker-Fvb3-4-augustus-gene-183.28-mRNA-1	FvH4_3g04640	AT1G61105
maker-Fvb3-4-augustus-gene-270.42-mRNA-1	FvH4_3g04640	AT1G61105
augustus_masked-Fvb3-2-processed-gene-121.1-mRNA-1	FvH4_3g04630	AT1G61110
maker-Fvb3-1-augustus-gene-197.27-mRNA-1	FvH4_3g04630	AT1G61110
maker-Fvb3-1-augustus-gene-297.40-mRNA-1	FvH4_3g04630	AT1G61110
maker-Fvb3-2-augustus-gene-12.42-mRNA-1	FvH4_3g04630	AT1G61110
maker-Fvb3-3-augustus-gene-106.29-mRNA-1	FvH4_3g04630	AT1G61110
maker-Fvb3-3-augustus-gene-7.40-mRNA-1	FvH4_3g04630	AT1G61110
maker-Fvb3-4-augustus-gene-182.31-mRNA-1	FvH4_3g04630	AT1G61110
maker-Fvb3-4-augustus-gene-270.43-mRNA-1	FvH4_3g04630	AT1G61110
maker-Fvb6-1-augustus-gene-267.38-mRNA-1	FvH4_6g14210	AT1G61150
maker-Fvb6-3-augustus-gene-330.48-mRNA-1	FvH4_6g14210	AT1G61150
snap_masked-Fvb6-2-processed-gene-190.12-mRNA-1	FvH4_6g14210	AT1G61150
augustus_masked-Fvb3-1-processed-gene-297.9-mRNA-1	FvH4_3g04470	AT1G61215
maker-Fvb3-2-augustus-gene-13.31-mRNA-1	FvH4_3g04470	AT1G61215
maker-Fvb3-3-augustus-gene-6.41-mRNA-1	FvH4_3g04470	AT1G61215
maker-Fvb3-4-augustus-gene-271.28-mRNA-1	FvH4_3g04470	AT1G61215
augustus_masked-Fvb3-1-processed-gene-298.10-mRNA-1	FvH4_3g04450	AT1G61255
augustus_masked-Fvb3-4-processed-gene-271.6-mRNA-1	FvH4_3g04450	AT1G61255
snap_masked-Fvb3-2-processed-gene-13.23-mRNA-1	FvH4_3g04450	AT1G61255
snap_masked-Fvb3-3-processed-gene-5.29-mRNA-1	FvH4_3g04450	AT1G61255
augustus_masked-Fvb7-2-processed-gene-77.12-mRNA-1	FvH4_7g08700	AT1G61280
augustus_masked-Fvb6-1-processed-gene-55.18-mRNA-1	FvH4_3g04130	AT1G61290
augustus_masked-Fvb6-4-processed-gene-321.8-mRNA-1	FvH4_3g04130	AT1G61290
maker-Fvb3-1-augustus-gene-299.46-mRNA-1	FvH4_3g04130	AT1G61290
maker-Fvb3-2-augustus-gene-14.59-mRNA-1	FvH4_3g04130	AT1G61290
maker-Fvb3-3-augustus-gene-4.45-mRNA-1	FvH4_3g04130	AT1G61290
maker-Fvb3-4-augustus-gene-272.65-mRNA-1	FvH4_3g04130	AT1G61290
snap_masked-Fvb6-3-processed-gene-48.38-mRNA-1	FvH4_3g04130	AT1G61290
augustus_masked-Fvb3-1-processed-gene-300.0-mRNA-1	FvH4_3g03930	AT1G61350
augustus_masked-Fvb3-2-processed-gene-15.5-mRNA-1	FvH4_3g03930	AT1G61350
augustus_masked-Fvb3-3-processed-gene-3.16-mRNA-1	FvH4_3g03930	AT1G61350
augustus_masked-Fvb3-4-processed-gene-274.0-mRNA-1	FvH4_3g03930	AT1G61350
maker-Fvb5-1-snap-gene-64.52-mRNA-1	FvH4_5g12640	AT1G61415
maker-Fvb5-2-augustus-gene-71.29-mRNA-1	FvH4_5g12640	AT1G61415
maker-Fvb5-3-augustus-gene-211.48-mRNA-1	FvH4_5g12640	AT1G61415
maker-Fvb5-4-snap-gene-63.54-mRNA-1	FvH4_5g12640	AT1G61415
snap_masked-Fvb5-1-processed-gene-80.20-mRNA-1	FvH4_5g12640	AT1G61415
augustus_masked-Fvb6-1-processed-gene-77.2-mRNA-1	FvH4_6g40150	AT1G61520
maker-Fvb6-2-augustus-gene-350.38-mRNA-1	FvH4_6g40150	AT1G61520
maker-Fvb6-3-augustus-gene-73.41-mRNA-1	FvH4_6g40150	AT1G61520
maker-Fvb6-4-augustus-gene-296.44-mRNA-1	FvH4_6g40150	AT1G61520
maker-Fvb5-1-snap-gene-67.78-mRNA-1	FvH4_5g10420	AT1G61570
maker-Fvb5-2-augustus-gene-54.38-mRNA-1	FvH4_5g10420	AT1G61570
maker-Fvb5-2-snap-gene-39.67-mRNA-1	FvH4_5g07140	AT1G61570
maker-Fvb5-3-snap-gene-237.65-mRNA-1	FvH4_5g07140	AT1G61570
maker-Fvb5-4-augustus-gene-51.48-mRNA-1	FvH4_5g10420	AT1G61570
snap_masked-Fvb5-3-processed-gene-222.35-mRNA-1	FvH4_5g10420	AT1G61570
augustus_masked-Fvb4-4-processed-gene-42.4-mRNA-1	FvH4_6g45700	AT1G61600
augustus_masked-Fvb6-2-processed-gene-318.4-mRNA-1	FvH4_6g45700	AT1G61600
augustus_masked-Fvb6-3-processed-gene-44.4-mRNA-1	FvH4_6g45700	AT1G61600
maker-Fvb4-1-augustus-gene-159.46-mRNA-1	FvH4_6g45700	AT1G61600
maker-Fvb4-2-snap-gene-42.60-mRNA-1	FvH4_6g45700	AT1G61600
maker-Fvb4-3-snap-gene-45.57-mRNA-1	FvH4_6g45700	AT1G61600
maker-Fvb6-1-augustus-gene-49.68-mRNA-1	FvH4_6g45700	AT1G61600
maker-Fvb6-1-augustus-gene-49.80-mRNA-1	FvH4_6g45700	AT1G61600
maker-Fvb6-2-augustus-gene-318.57-mRNA-1	FvH4_6g45700	AT1G61600
maker-Fvb6-4-augustus-gene-326.57-mRNA-1	FvH4_6g45700	AT1G61600
snap_masked-Fvb6-3-processed-gene-44.42-mRNA-1	FvH4_6g45700	AT1G61600
maker-Fvb3-1-augustus-gene-191.23-mRNA-1	FvH4_3g03200	AT1G61660
maker-Fvb3-1-augustus-gene-303.53-mRNA-1	FvH4_3g03200	AT1G61660
maker-Fvb3-2-augustus-gene-129.28-mRNA-1	FvH4_3g03200	AT1G61660
maker-Fvb3-2-augustus-gene-19.37-mRNA-1	FvH4_3g03200	AT1G61660
maker-Fvb3-3-augustus-gene-112.28-mRNA-1	FvH4_3g03200	AT1G61660
maker-Fvb3-4-augustus-gene-176.28-mRNA-1	FvH4_3g03200	AT1G61660
maker-Fvb3-1-augustus-gene-189.29-mRNA-1	FvH4_3g03180	AT1G61667
maker-Fvb3-2-augustus-gene-131.19-mRNA-1	FvH4_3g03180	AT1G61667
maker-Fvb3-2-augustus-gene-19.35-mRNA-1	FvH4_3g03180	AT1G61667
maker-Fvb3-3-augustus-gene-113.38-mRNA-1	FvH4_3g03180	AT1G61667
maker-Fvb3-4-augustus-gene-176.31-mRNA-1	FvH4_3g03180	AT1G61667
maker-Fvb6-2-snap-gene-219.25-mRNA-1	FvH4_7g26010	AT1G61670
maker-Fvb6-3-augustus-gene-361.58-mRNA-1	FvH4_7g26010	AT1G61670
maker-Fvb6-4-augustus-gene-68.35-mRNA-1	FvH4_7g26010	AT1G61670
maker-Fvb7-1-snap-gene-267.59-mRNA-1	FvH4_7g26010	AT1G61670
maker-Fvb7-2-snap-gene-251.75-mRNA-1	FvH4_7g26010	AT1G61670
maker-Fvb7-3-snap-gene-53.63-mRNA-1	FvH4_7g26010	AT1G61670
maker-Fvb7-4-snap-gene-39.57-mRNA-1	FvH4_7g26010	AT1G61670
snap_masked-Fvb6-1-processed-gene-305.43-mRNA-1	FvH4_7g26010	AT1G61670
maker-Fvb3-2-augustus-gene-19.39-mRNA-1	FvH4_3g03050	AT1G61680
maker-Fvb3-1-augustus-gene-304.62-mRNA-1	FvH4_3g02980	AT1G61720
maker-Fvb3-2-augustus-gene-20.53-mRNA-1	FvH4_3g02980	AT1G61720
augustus_masked-Fvb3-1-processed-gene-305.0-mRNA-1	FvH4_3g02930	AT1G61730
snap_masked-Fvb3-2-processed-gene-20.31-mRNA-1	FvH4_3g02930	AT1G61730
maker-Fvb3-1-augustus-gene-305.40-mRNA-1	FvH4_3g02900	AT1G61740
maker-Fvb3-1-augustus-gene-307.58-mRNA-1	FvH4_3g02640	AT1G61780
snap_masked-Fvb3-2-processed-gene-21.37-mRNA-1	FvH4_3g02640	AT1G61780
augustus_masked-Fvb3-2-processed-gene-22.8-mRNA-1	FvH4_3g02500	AT1G61800
maker-Fvb3-1-augustus-gene-184.40-mRNA-1	FvH4_3g02500	AT1G61800
maker-Fvb3-2-augustus-gene-22.43-mRNA-1	FvH4_3g02460	AT1G61850
snap_masked-Fvb3-1-processed-gene-308.26-mRNA-1	FvH4_3g02460	AT1G61850
augustus_masked-Fvb3-1-processed-gene-183.4-mRNA-1	FvH4_3g02440	AT1G61860
maker-Fvb3-1-snap-gene-308.83-mRNA-1	FvH4_3g02440	AT1G61860
augustus_masked-Fvb3-2-processed-gene-23.15-mRNA-1	FvH4_3g02240	AT1G61900
augustus_masked-Fvb3-2-processed-gene-23.15-mRNA-1	FvH4_6g43210	AT1G61900
augustus_masked-Fvb6-1-processed-gene-62.12-mRNA-1	FvH4_6g43210	AT1G61900
augustus_masked-Fvb6-2-processed-gene-332.10-mRNA-1	FvH4_6g43210	AT1G61900
maker-Fvb6-4-augustus-gene-312.40-mRNA-1	FvH4_6g43210	AT1G61900
maker-Fvb7-1-snap-gene-123.43-mRNA-1	FvH4_6g43210	AT1G61900
snap_masked-Fvb3-2-processed-gene-33.40-mRNA-1	FvH4_3g02240	AT1G61900
maker-Fvb3-1-augustus-gene-181.35-mRNA-1	FvH4_3g02130	AT1G61950
maker-Fvb3-1-augustus-gene-181.35-mRNA-1	FvH4_3g22730	AT1G61950
maker-Fvb3-1-snap-gene-309.56-mRNA-1	FvH4_3g22730	AT1G61950
maker-Fvb3-1-snap-gene-309.56-mRNA-1	FvH4_3g02130	AT1G61950
maker-Fvb3-2-augustus-gene-141.38-mRNA-1	FvH4_3g22730	AT1G61950
maker-Fvb3-2-augustus-gene-141.38-mRNA-1	FvH4_3g02130	AT1G61950
maker-Fvb3-2-augustus-gene-23.48-mRNA-1	FvH4_3g22730	AT1G61950
maker-Fvb3-2-augustus-gene-23.48-mRNA-1	FvH4_3g02130	AT1G61950
maker-Fvb3-3-augustus-gene-122.30-mRNA-1	FvH4_3g22730	AT1G61950
maker-Fvb3-3-augustus-gene-122.30-mRNA-1	FvH4_3g02130	AT1G61950
snap_masked-Fvb3-4-processed-gene-167.22-mRNA-1	FvH4_3g02130	AT1G61950
snap_masked-Fvb3-4-processed-gene-167.22-mRNA-1	FvH4_3g22730	AT1G61950
augustus_masked-Fvb3-2-processed-gene-54.6-mRNA-1	FvH4_3g10280	AT1G62020
augustus_masked-Fvb3-3-processed-gene-39.3-mRNA-1	FvH4_3g10280	AT1G62020
maker-Fvb3-1-snap-gene-264.71-mRNA-1	FvH4_3g10280	AT1G62020
maker-Fvb3-4-snap-gene-238.91-mRNA-1	FvH4_3g10280	AT1G62020
augustus_masked-Fvb3-2-processed-gene-24.9-mRNA-1	FvH4_3g22920	AT1G62040
augustus_masked-Fvb3-2-processed-gene-24.9-mRNA-1	FvH4_3g01980	AT1G62040
augustus_masked-Fvb3-2-processed-gene-24.9-mRNA-1	FvH4_6g43130	AT1G62040
maker-Fvb3-1-snap-gene-176.45-mRNA-1	FvH4_3g01980	AT1G62040
maker-Fvb3-1-snap-gene-176.45-mRNA-1	FvH4_6g43130	AT1G62040
maker-Fvb3-1-snap-gene-177.36-mRNA-1	FvH4_3g01980	AT1G62040
maker-Fvb3-1-snap-gene-177.36-mRNA-1	FvH4_3g22920	AT1G62040
maker-Fvb3-1-snap-gene-177.36-mRNA-1	FvH4_6g43130	AT1G62040
maker-Fvb3-3-augustus-gene-124.20-mRNA-1	FvH4_3g22920	AT1G62040
maker-Fvb3-3-augustus-gene-124.20-mRNA-1	FvH4_3g01980	AT1G62040
maker-Fvb3-3-augustus-gene-124.20-mRNA-1	FvH4_6g43130	AT1G62040
maker-Fvb3-4-snap-gene-166.65-mRNA-1	FvH4_3g01980	AT1G62040
maker-Fvb3-4-snap-gene-166.65-mRNA-1	FvH4_3g22920	AT1G62040
maker-Fvb3-4-snap-gene-166.65-mRNA-1	FvH4_6g43130	AT1G62040
maker-Fvb6-1-snap-gene-62.66-mRNA-1	FvH4_3g22920	AT1G62040
maker-Fvb6-1-snap-gene-62.66-mRNA-1	FvH4_3g01980	AT1G62040
maker-Fvb6-1-snap-gene-62.66-mRNA-1	FvH4_6g43130	AT1G62040
maker-Fvb6-2-augustus-gene-333.33-mRNA-1	FvH4_3g22920	AT1G62040
maker-Fvb6-2-augustus-gene-333.33-mRNA-1	FvH4_3g01980	AT1G62040
maker-Fvb6-2-augustus-gene-333.33-mRNA-1	FvH4_6g43130	AT1G62040
maker-Fvb6-3-augustus-gene-57.36-mRNA-1	FvH4_3g22920	AT1G62040
maker-Fvb6-3-augustus-gene-57.36-mRNA-1	FvH4_3g01980	AT1G62040
maker-Fvb6-3-augustus-gene-57.36-mRNA-1	FvH4_6g43130	AT1G62040
snap_masked-Fvb3-1-processed-gene-310.27-mRNA-1	FvH4_3g22920	AT1G62040
snap_masked-Fvb3-1-processed-gene-310.27-mRNA-1	FvH4_3g01980	AT1G62040
augustus_masked-Fvb3-2-processed-gene-24.12-mRNA-1	FvH4_3g01900	AT1G62180
snap_masked-Fvb3-1-processed-gene-311.18-mRNA-1	FvH4_3g01900	AT1G62180
maker-Fvb3-1-augustus-gene-18.42-mRNA-1	FvH4_3g43300	AT1G62250
maker-Fvb3-2-augustus-gene-299.55-mRNA-1	FvH4_3g43300	AT1G62250
maker-Fvb3-3-augustus-gene-280.54-mRNA-1	FvH4_3g43300	AT1G62250
maker-Fvb3-4-augustus-gene-19.45-mRNA-1	FvH4_3g43300	AT1G62250
maker-Fvb3-1-augustus-gene-169.33-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb3-1-augustus-gene-169.33-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb3-1-augustus-gene-173.36-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb3-1-augustus-gene-173.36-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb3-1-augustus-gene-173.36-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb3-1-augustus-gene-311.52-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb3-1-augustus-gene-311.52-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb3-1-augustus-gene-311.52-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb3-2-augustus-gene-145.33-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb3-2-augustus-gene-145.33-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb3-2-augustus-gene-145.33-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb3-3-augustus-gene-126.31-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb3-3-augustus-gene-126.31-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb3-3-augustus-gene-126.31-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb3-4-augustus-gene-165.34-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb3-4-augustus-gene-165.34-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb3-4-augustus-gene-165.34-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb6-1-augustus-gene-64.56-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb6-1-augustus-gene-64.56-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb6-1-augustus-gene-64.56-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb6-2-augustus-gene-334.48-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb6-2-augustus-gene-334.48-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb6-2-augustus-gene-334.48-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb6-3-augustus-gene-58.42-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb6-3-augustus-gene-58.42-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb6-3-augustus-gene-58.42-mRNA-1	FvH4_6g42870	AT1G62300
maker-Fvb6-4-augustus-gene-309.59-mRNA-1	FvH4_3g01700	AT1G62300
maker-Fvb6-4-augustus-gene-309.59-mRNA-1	FvH4_3g23150	AT1G62300
maker-Fvb6-4-augustus-gene-309.59-mRNA-1	FvH4_6g42870	AT1G62300
snap_masked-Fvb3-2-processed-gene-25.34-mRNA-1	FvH4_3g23150	AT1G62300
snap_masked-Fvb3-2-processed-gene-25.34-mRNA-1	FvH4_3g01700	AT1G62300
snap_masked-Fvb3-2-processed-gene-25.34-mRNA-1	FvH4_6g42870	AT1G62300
augustus_masked-Fvb3-1-processed-gene-312.14-mRNA-1	FvH4_3g01420	AT1G62340
augustus_masked-Fvb6-2-processed-gene-337.0-mRNA-1	FvH4_3g01420	AT1G62340
maker-Fvb6-1-augustus-gene-65.51-mRNA-1	FvH4_3g01420	AT1G62340
maker-Fvb6-3-augustus-gene-59.53-mRNA-1	FvH4_3g01420	AT1G62340
maker-Fvb6-4-augustus-gene-309.51-mRNA-1	FvH4_3g01420	AT1G62340
snap_masked-Fvb3-2-processed-gene-26.44-mRNA-1	FvH4_3g01420	AT1G62340
maker-Fvb3-1-augustus-gene-116.44-mRNA-1	FvH4_3g28730	AT1G62350
maker-Fvb3-2-augustus-gene-192.27-mRNA-1	FvH4_3g28730	AT1G62350
maker-Fvb3-3-snap-gene-171.49-mRNA-1	FvH4_3g28730	AT1G62350
maker-Fvb3-4-augustus-gene-118.25-mRNA-1	FvH4_3g28730	AT1G62350
maker-Fvb3-1-augustus-gene-313.34-mRNA-1	FvH4_3g01400	AT1G62360
maker-Fvb3-1-augustus-gene-313.34-mRNA-1	FvH4_6g42570	AT1G62360
maker-Fvb3-2-augustus-gene-26.68-mRNA-1	FvH4_3g01400	AT1G62360
maker-Fvb6-1-augustus-gene-65.52-mRNA-1	FvH4_3g01400	AT1G62360
maker-Fvb6-1-augustus-gene-65.52-mRNA-1	FvH4_6g42570	AT1G62360
maker-Fvb6-3-augustus-gene-60.36-mRNA-1	FvH4_3g01400	AT1G62360
maker-Fvb6-3-augustus-gene-60.36-mRNA-1	FvH4_6g42570	AT1G62360
maker-Fvb6-4-augustus-gene-308.43-mRNA-1	FvH4_3g01400	AT1G62360
